age,income,credit_score,loan_amount,employment_type,marital_status,education,default
34,48091,367,155716,Salaried,Married,Master,1
52,70494,376,229731,Salaried,Single,High School,1
51,123864,507,159946,Self-Employed,Married,Master,0
40,133755,520,486875,Salaried,Married,High School,1
47,38610,561,19281,Salaried,Married,High School,0
69,21079,709,467003,Salaried,Divorced,High School,1
25,115386,630,420505,Salaried,Married,Master,0
39,66751,643,256060,Self-Employed,Single,High School,1
61,106126,373,403270,Salaried,Divorced,High School,1
53,75432,553,105020,Self-Employed,Single,High School,0
22,50951,631,112508,Salaried,Married,PhD,0
30,100863,697,71846,Salaried,Divorced,PhD,0
46,98291,644,361826,Salaried,Married,High School,0
48,145659,754,447985,Salaried,Single,Bachelor,0
64,79872,414,296456,Self-Employed,Single,PhD,1
33,27235,612,494733,Salaried,Single,High School,1
59,102733,527,381330,Self-Employed,Married,High School,1
47,82712,544,271401,Salaried,Single,High School,1
33,41473,825,414062,Unemployed,Married,PhD,1
29,87567,827,420699,Self-Employed,Married,Master,0
34,126818,726,31558,Self-Employed,Divorced,Bachelor,0
33,145849,341,48188,Salaried,Divorced,High School,0
29,127399,764,149084,Unemployed,Divorced,PhD,0
25,144421,577,38236,Unemployed,Single,Bachelor,1
37,99823,318,50076,Salaried,Married,Bachelor,0
20,124215,365,315546,Salaried,Married,Bachelor,0
33,129999,466,361611,Salaried,Single,Master,0
47,52230,702,168148,Salaried,Married,High School,0
62,104573,708,85337,Salaried,Divorced,Master,0
40,112588,411,120827,Salaried,Single,Bachelor,0
45,88876,573,473380,Unemployed,Single,High School,1
68,60644,706,79264,Salaried,Single,Bachelor,0
57,68664,672,284479,Self-Employed,Married,Master,0
22,65203,338,258772,Salaried,Divorced,Bachelor,1
37,86677,404,48773,Self-Employed,Single,High School,0
57,45425,623,188230,Salaried,Married,Bachelor,0
61,143246,713,295714,Self-Employed,Divorced,Master,1
18,104817,728,92995,Salaried,Married,Master,0
47,127585,360,45658,Salaried,Married,Bachelor,0
38,105961,606,457400,Self-Employed,Single,High School,1
37,120342,653,387784,Salaried,Married,Bachelor,0
23,145740,692,339757,Salaried,Married,Bachelor,0
39,117649,503,325338,Salaried,Married,PhD,0
35,89806,557,203579,Self-Employed,Single,Bachelor,1
25,62814,785,379016,Salaried,Single,Bachelor,0
56,90219,816,432175,Self-Employed,Married,Bachelor,0
49,69646,745,451288,Salaried,Married,Bachelor,0
50,59884,479,181660,Salaried,Divorced,Bachelor,1
33,115345,641,438749,Self-Employed,Divorced,Bachelor,1
29,146062,432,375702,Salaried,Single,Master,1
55,120088,742,256953,Self-Employed,Divorced,Bachelor,0
69,138198,552,73582,Salaried,Single,Bachelor,0
51,89322,564,197815,Salaried,Married,High School,0
31,41650,392,442734,Salaried,Married,Master,1
53,114242,710,148775,Salaried,Single,High School,0
50,29190,437,54456,Self-Employed,Single,Bachelor,1
40,58196,507,60491,Self-Employed,Married,Bachelor,0
67,59449,606,275187,Salaried,Married,Bachelor,1
62,59661,565,370356,Salaried,Married,Master,1
19,49709,617,245003,Salaried,Married,Master,0
58,130965,412,335484,Self-Employed,Divorced,PhD,0
38,100428,677,146248,Self-Employed,Married,Bachelor,0
19,95179,753,402152,Salaried,Married,Bachelor,0
44,29943,490,36174,Salaried,Married,Bachelor,0
26,63240,739,349776,Salaried,Single,Bachelor,0
18,65760,486,355912,Unemployed,Single,High School,1
28,41042,666,392919,Self-Employed,Married,Master,1
20,141770,388,113177,Salaried,Married,Bachelor,0
69,63894,486,30909,Salaried,Divorced,Bachelor,1
40,26869,431,49158,Salaried,Single,Bachelor,0
43,81078,675,144438,Salaried,Single,Master,0
21,76759,398,221197,Self-Employed,Single,Bachelor,1
35,125973,333,190409,Salaried,Single,Bachelor,0
23,64306,470,391440,Self-Employed,Married,PhD,1
52,128369,665,326475,Salaried,Divorced,Master,0
39,75371,358,266484,Salaried,Married,Bachelor,1
60,40918,480,248990,Self-Employed,Married,Bachelor,1
32,48379,318,460413,Salaried,Married,Bachelor,1
39,140667,525,208114,Unemployed,Single,Master,1
54,128475,772,449140,Salaried,Divorced,Master,0
69,110810,394,427058,Salaried,Married,Bachelor,1
59,103232,596,153530,Self-Employed,Single,Master,0
29,22962,474,92367,Salaried,Married,High School,1
64,33851,521,332526,Salaried,Married,Master,1
66,137626,353,79319,Unemployed,Single,Bachelor,1
59,65747,702,278314,Salaried,Single,Bachelor,0
55,145180,617,124952,Salaried,Married,Master,0
35,72349,648,85145,Self-Employed,Single,Bachelor,0
62,90832,742,267139,Salaried,Single,PhD,0
52,76356,839,372770,Salaried,Married,High School,0
47,34745,581,443158,Salaried,Married,Bachelor,1
41,25730,659,224643,Salaried,Married,Master,1
59,33921,307,283352,Unemployed,Divorced,High School,1
47,118430,790,171250,Salaried,Married,High School,0
31,91138,640,215244,Salaried,Married,High School,0
23,103111,771,145111,Salaried,Divorced,PhD,0
20,39023,548,19990,Salaried,Married,Master,0
33,65349,534,142513,Self-Employed,Single,Bachelor,1
24,146796,382,472437,Salaried,Married,High School,1
69,101533,392,134327,Self-Employed,Married,High School,1
31,103286,693,346458,Salaried,Married,Bachelor,0
26,61979,567,444175,Self-Employed,Divorced,PhD,1
32,42837,716,294006,Salaried,Married,Master,0
38,34997,828,425489,Salaried,Divorced,Bachelor,0
52,124975,552,361093,Self-Employed,Single,Bachelor,0
19,108603,421,440716,Salaried,Married,PhD,1
44,65039,309,135223,Salaried,Divorced,Bachelor,0
19,147394,615,271100,Salaried,Single,PhD,0
52,40923,572,208161,Salaried,Single,High School,1
35,28876,605,355933,Self-Employed,Married,Master,1
31,80973,509,356595,Salaried,Married,Master,1
37,22887,763,122782,Unemployed,Single,Master,1
35,83723,715,269509,Salaried,Married,Bachelor,0
27,62422,515,339348,Unemployed,Single,High School,1
42,122390,379,403216,Salaried,Married,High School,0
19,71413,779,324216,Unemployed,Divorced,PhD,1
42,122484,846,57499,Salaried,Single,Bachelor,0
50,22841,317,262023,Salaried,Single,PhD,1
53,144647,464,336355,Unemployed,Married,Master,1
48,48756,824,148979,Salaried,Married,Bachelor,0
31,91576,501,153408,Salaried,Single,PhD,0
18,138248,645,352364,Self-Employed,Married,Master,0
63,30304,665,360991,Salaried,Divorced,Bachelor,1
33,50341,747,188403,Salaried,Married,High School,0
63,24758,812,478888,Salaried,Married,Master,0
69,37010,618,376603,Self-Employed,Married,Master,1
20,147039,516,344899,Salaried,Married,Master,0
52,80758,333,335927,Unemployed,Single,Master,1
58,51658,565,206023,Self-Employed,Married,Bachelor,1
23,69002,379,188581,Self-Employed,Divorced,Master,1
42,123318,712,394995,Salaried,Single,High School,0
30,21375,551,273616,Self-Employed,Married,Bachelor,1
51,119485,311,420596,Salaried,Single,High School,0
25,42092,700,370296,Self-Employed,Married,High School,1
38,20490,581,163352,Salaried,Married,Bachelor,1
51,23729,411,157931,Self-Employed,Married,High School,1
21,25974,677,235413,Salaried,Married,High School,1
42,138222,567,446618,Salaried,Single,Bachelor,1
32,105216,597,144334,Salaried,Married,Master,0
21,103860,616,409282,Salaried,Married,Bachelor,0
62,147288,808,151626,Salaried,Single,Bachelor,0
29,116870,845,12008,Salaried,Divorced,Master,0
49,41398,664,354995,Salaried,Single,Bachelor,0
49,54650,846,85799,Self-Employed,Married,Bachelor,0
45,41292,570,283382,Salaried,Married,PhD,1
30,121291,773,240018,Salaried,Married,High School,0
48,123889,836,480241,Self-Employed,Single,Bachelor,0
31,23159,533,284297,Unemployed,Married,Master,1
37,118162,358,64353,Salaried,Single,Master,0
35,82766,550,57092,Salaried,Married,Master,0
46,114887,385,248907,Salaried,Married,High School,0
23,122834,689,179224,Self-Employed,Married,Master,0
49,37065,479,54104,Self-Employed,Divorced,Master,0
46,41638,448,160355,Self-Employed,Divorced,Bachelor,1
60,21073,420,444645,Salaried,Married,High School,1
19,66511,555,475439,Self-Employed,Married,Master,1
40,104307,608,224606,Salaried,Single,Bachelor,0
36,145274,358,453173,Salaried,Divorced,High School,1
48,120997,368,33887,Salaried,Divorced,Bachelor,0
68,127866,745,444388,Salaried,Single,High School,0
22,49320,687,271499,Self-Employed,Married,Bachelor,1
36,89876,385,300845,Self-Employed,Divorced,Bachelor,1
51,54924,526,177606,Unemployed,Single,Bachelor,1
27,101720,483,256420,Salaried,Married,PhD,0
42,60734,621,76442,Unemployed,Married,Bachelor,1
19,88116,617,459490,Self-Employed,Married,Bachelor,1
28,60025,698,476324,Salaried,Single,PhD,0
67,114503,592,17279,Self-Employed,Single,Master,0
48,22159,592,179563,Self-Employed,Single,Bachelor,1
32,68940,784,125738,Salaried,Divorced,Bachelor,0
26,99436,746,474363,Self-Employed,Married,Bachelor,0
40,96976,711,144333,Self-Employed,Married,PhD,0
36,34678,807,140546,Self-Employed,Married,High School,0
26,81075,543,96414,Self-Employed,Single,Bachelor,0
52,67204,719,295534,Salaried,Divorced,Master,0
38,32021,453,425141,Self-Employed,Divorced,Bachelor,1
26,26772,723,349318,Self-Employed,Married,Master,1
45,87163,572,457267,Salaried,Married,Master,1
63,129968,819,225079,Salaried,Married,Bachelor,0
68,93755,427,9787,Self-Employed,Married,Bachelor,1
24,43464,672,247951,Salaried,Single,Bachelor,0
33,71137,458,209470,Self-Employed,Married,Master,0
33,50232,475,194249,Unemployed,Divorced,Master,1
50,81497,510,310868,Salaried,Single,Master,1
21,128017,746,15663,Salaried,Married,High School,0
21,94024,466,414336,Salaried,Single,Master,1
56,120485,759,158812,Salaried,Single,Bachelor,0
57,129898,656,138107,Unemployed,Married,Bachelor,1
34,71448,603,105271,Salaried,Single,Bachelor,0
54,125468,532,455659,Salaried,Divorced,Master,1
56,104517,626,72388,Self-Employed,Married,Master,0
69,20901,481,57335,Self-Employed,Single,Bachelor,1
46,107980,633,48315,Salaried,Married,Master,0
69,127594,328,462381,Self-Employed,Married,High School,1
53,103597,392,372066,Salaried,Single,Bachelor,0
55,22881,629,313771,Self-Employed,Married,Bachelor,1
56,49863,483,406519,Salaried,Married,PhD,1
67,131362,394,54334,Salaried,Single,High School,0
54,25622,652,191964,Self-Employed,Divorced,Bachelor,1
69,142740,564,197268,Salaried,Single,PhD,1
52,21378,318,332844,Salaried,Single,Master,1
24,103168,798,44726,Unemployed,Married,Master,0
44,113847,438,498657,Self-Employed,Single,Bachelor,1
45,91186,824,211823,Salaried,Married,Master,0
39,65201,554,185678,Self-Employed,Married,Bachelor,0
31,140767,384,253045,Self-Employed,Single,Master,0
24,127760,757,297838,Self-Employed,Divorced,Bachelor,0
54,79251,831,167325,Salaried,Married,Master,0
39,92572,391,160302,Self-Employed,Married,Bachelor,0
22,59255,368,190046,Self-Employed,Married,Bachelor,1
19,83212,336,330689,Self-Employed,Single,Master,1
44,70210,439,415141,Salaried,Married,Bachelor,1
38,145629,477,273177,Self-Employed,Divorced,Bachelor,0
55,136736,436,67461,Salaried,Single,Bachelor,0
32,42499,489,269809,Self-Employed,Married,Master,1
38,122552,641,294169,Unemployed,Married,Bachelor,1
27,71628,304,421749,Salaried,Married,Master,1
40,81360,556,444113,Salaried,Married,Master,1
56,24603,542,344805,Salaried,Single,Master,1
22,113309,714,387617,Self-Employed,Single,Bachelor,1
18,147466,642,288142,Salaried,Single,Master,0
30,105473,678,328392,Self-Employed,Married,High School,0
38,32632,445,109493,Self-Employed,Single,Bachelor,1
43,50607,622,290201,Self-Employed,Divorced,Master,1
67,111873,421,84244,Self-Employed,Married,PhD,1
62,85756,551,219680,Salaried,Single,High School,1
38,66994,610,206703,Unemployed,Married,Bachelor,1
35,83382,774,364175,Salaried,Married,PhD,0
54,90354,791,379857,Salaried,Single,Master,0
62,76344,646,110887,Salaried,Single,High School,0
49,73775,786,72173,Self-Employed,Single,Bachelor,0
53,27349,772,216278,Self-Employed,Single,High School,0
34,91154,681,43734,Salaried,Divorced,Master,0
52,47464,579,67072,Self-Employed,Married,Bachelor,0
66,62624,371,462391,Self-Employed,Divorced,Master,1
28,141897,820,239046,Salaried,Married,PhD,0
38,146866,665,199855,Self-Employed,Single,PhD,0
69,57344,393,361338,Salaried,Divorced,Master,1
43,145857,672,206811,Salaried,Single,Bachelor,0
21,103791,638,223126,Self-Employed,Single,High School,0
51,44299,736,449258,Salaried,Married,Master,0
69,67975,635,188429,Salaried,Married,Bachelor,0
65,21462,791,144741,Self-Employed,Married,High School,1
35,140209,339,118272,Self-Employed,Married,Bachelor,0
57,101441,658,72902,Self-Employed,Divorced,PhD,0
52,110456,553,389391,Salaried,Married,Master,1
58,101788,697,417126,Salaried,Married,Bachelor,0
46,126540,469,61959,Self-Employed,Married,Bachelor,0
69,60581,810,101623,Salaried,Married,Bachelor,0
46,120372,559,136438,Salaried,Single,Master,0
55,91289,758,53415,Salaried,Divorced,Bachelor,0
59,125541,828,129716,Self-Employed,Married,PhD,0
38,34175,640,388353,Salaried,Married,Master,0
59,141704,356,14907,Salaried,Divorced,PhD,0
30,26191,517,362969,Salaried,Divorced,Master,1
66,103434,763,37780,Salaried,Single,Master,0
58,104518,546,456095,Salaried,Single,Master,0
34,100158,672,483375,Salaried,Married,Bachelor,0
26,86537,716,40085,Salaried,Divorced,Bachelor,0
58,135721,330,463715,Salaried,Married,Master,1
18,67645,667,287570,Salaried,Married,High School,1
19,128536,407,446413,Salaried,Married,Bachelor,1
65,43283,717,274629,Salaried,Single,Master,1
46,143153,697,316671,Salaried,Divorced,Master,0
50,106971,571,462816,Salaried,Married,High School,1
27,112759,415,391748,Salaried,Divorced,Bachelor,1
67,79123,555,234632,Unemployed,Married,Bachelor,1
57,122780,380,261216,Salaried,Divorced,Bachelor,0
38,50024,427,251209,Unemployed,Married,PhD,1
45,69630,534,96005,Salaried,Married,Master,0
28,50734,480,479655,Salaried,Divorced,PhD,1
51,20515,456,466964,Self-Employed,Married,High School,1
25,130782,753,63528,Salaried,Married,Bachelor,0
39,86727,323,125631,Salaried,Single,Master,1
25,117800,772,294943,Unemployed,Married,Bachelor,0
66,129164,699,258786,Salaried,Divorced,Bachelor,0
32,66216,433,444555,Salaried,Single,PhD,1
34,91833,720,414303,Salaried,Married,Master,0
40,78755,512,405662,Unemployed,Married,Bachelor,1
41,47856,781,186532,Self-Employed,Single,Bachelor,0
62,134959,647,361961,Salaried,Single,High School,0
36,93870,465,325404,Salaried,Married,PhD,1
22,44162,647,150949,Self-Employed,Single,Master,1
49,26008,697,264673,Salaried,Divorced,High School,1
61,27987,734,422939,Salaried,Married,High School,0
18,82532,520,280087,Self-Employed,Married,Master,1
40,116502,607,408522,Salaried,Single,High School,1
54,23332,765,172856,Self-Employed,Married,PhD,1
25,86323,398,388545,Self-Employed,Married,PhD,1
30,58990,541,156527,Self-Employed,Single,Master,0
25,29873,457,226099,Salaried,Married,Master,1
40,102542,526,207520,Salaried,Divorced,Bachelor,0
60,105761,722,428190,Salaried,Single,High School,0
18,56444,371,32371,Salaried,Married,Master,1
62,55340,542,103746,Salaried,Divorced,Bachelor,1
68,125219,829,106248,Salaried,Single,Bachelor,0
41,25033,344,402152,Salaried,Divorced,Bachelor,1
52,93324,771,169238,Salaried,Married,Bachelor,0
41,35689,670,292871,Salaried,Single,Bachelor,0
34,129756,391,119000,Salaried,Single,Master,0
22,107134,321,68969,Salaried,Single,Bachelor,1
37,123016,471,426584,Salaried,Single,Bachelor,1
38,115239,491,73531,Self-Employed,Single,Bachelor,1
57,20066,376,44097,Self-Employed,Married,High School,1
48,134159,580,171056,Salaried,Single,Master,0
63,65246,663,55859,Salaried,Married,Bachelor,0
53,27533,478,442507,Salaried,Divorced,High School,1
28,100639,537,201300,Salaried,Divorced,Bachelor,1
69,90152,434,490315,Salaried,Married,PhD,1
32,131581,579,158222,Unemployed,Divorced,Bachelor,1
36,135828,318,420277,Salaried,Single,Bachelor,1
24,79658,670,427394,Self-Employed,Single,Bachelor,1
68,58498,411,236944,Salaried,Single,Bachelor,1
45,129028,520,61790,Salaried,Married,High School,0
68,31772,603,332840,Salaried,Divorced,Master,1
60,109385,624,282792,Self-Employed,Married,Bachelor,0
22,69036,736,66779,Salaried,Married,Master,0
22,78531,737,111371,Salaried,Married,Bachelor,0
47,139159,469,303816,Unemployed,Single,High School,1
49,32940,674,336253,Salaried,Married,Master,0
25,138027,680,458737,Salaried,Married,Bachelor,0
27,36932,313,39593,Salaried,Single,Master,0
55,115305,799,412002,Salaried,Single,Master,0
64,76827,690,492252,Salaried,Married,PhD,1
49,81431,848,276959,Salaried,Married,High School,0
65,44648,829,420182,Salaried,Married,High School,0
45,132947,791,412010,Salaried,Married,Bachelor,0
34,52966,849,167495,Self-Employed,Divorced,Bachelor,0
48,47777,684,497696,Self-Employed,Married,Bachelor,1
25,144661,495,288446,Salaried,Single,High School,1
57,52567,599,197136,Salaried,Married,Bachelor,0
42,135259,846,222872,Salaried,Married,High School,0
26,37174,607,352284,Salaried,Single,Master,1
19,62598,551,163907,Salaried,Married,Master,0
32,144711,307,340500,Salaried,Married,High School,0
67,79199,507,54282,Unemployed,Married,Master,1
20,33798,430,133451,Salaried,Married,Bachelor,1
66,85364,325,388491,Unemployed,Married,Bachelor,1
53,37558,753,188786,Salaried,Divorced,High School,0
21,81084,485,203107,Salaried,Divorced,Master,0
31,64237,783,28814,Salaried,Married,Bachelor,0
58,85497,350,160161,Salaried,Married,High School,0
58,20178,304,471378,Salaried,Divorced,PhD,1
42,136932,459,454047,Salaried,Divorced,Bachelor,0
67,106006,507,430962,Unemployed,Divorced,PhD,1
27,37118,556,86673,Salaried,Single,Bachelor,1
38,42616,504,56940,Salaried,Single,Master,0
53,20798,310,91796,Self-Employed,Divorced,Master,1
29,27601,307,41476,Self-Employed,Divorced,Master,1
44,45363,708,424499,Self-Employed,Married,PhD,0
57,22795,331,137841,Salaried,Divorced,Master,1
19,117462,839,309422,Salaried,Married,Bachelor,0
30,65264,686,183066,Salaried,Married,Master,0
49,122892,527,461114,Salaried,Married,Master,0
48,92833,774,282778,Salaried,Married,High School,0
33,149688,506,241107,Salaried,Married,PhD,0
49,23084,617,131259,Unemployed,Divorced,Bachelor,1
49,115865,647,409181,Unemployed,Married,High School,1
51,96646,533,425782,Salaried,Divorced,Bachelor,1
28,20731,343,319340,Salaried,Divorced,Master,1
27,21129,441,365823,Salaried,Single,Bachelor,1
32,48022,475,184357,Salaried,Single,Bachelor,1
34,21605,748,398005,Salaried,Married,Bachelor,0
57,97506,381,191571,Unemployed,Single,Master,1
35,129241,434,24420,Salaried,Married,PhD,0
26,64130,476,161308,Salaried,Single,Bachelor,1
42,49265,682,273362,Salaried,Married,Master,0
57,52330,542,129283,Unemployed,Single,Bachelor,1
31,88469,440,448108,Unemployed,Single,High School,1
42,35187,756,210103,Self-Employed,Single,Bachelor,0
67,45791,739,235461,Salaried,Divorced,High School,1
39,110436,355,69057,Salaried,Married,Master,0
69,90610,826,345753,Salaried,Divorced,Master,0
47,132341,718,212979,Salaried,Divorced,Bachelor,0
37,111962,387,219202,Self-Employed,Divorced,Bachelor,0
38,59867,307,147298,Salaried,Married,PhD,0
61,136178,776,128108,Salaried,Married,High School,0
49,20893,514,450487,Salaried,Single,Bachelor,1
68,119694,796,277190,Salaried,Single,PhD,0
63,39773,802,251027,Salaried,Divorced,PhD,1
66,24239,544,384606,Salaried,Single,Bachelor,1
38,40863,777,376489,Salaried,Divorced,Bachelor,0
52,71415,608,42117,Salaried,Married,High School,0
49,88968,530,134980,Unemployed,Married,High School,1
47,120675,682,403181,Salaried,Single,Master,0
56,80430,454,457694,Salaried,Married,High School,1
66,139000,474,214944,Salaried,Married,Master,1
29,21515,414,193349,Self-Employed,Married,Bachelor,1
58,117206,689,221451,Self-Employed,Married,High School,0
64,134210,610,457829,Salaried,Single,Bachelor,0
35,124630,599,22373,Salaried,Married,Bachelor,0
38,34605,317,50452,Unemployed,Married,High School,1
30,76240,311,186161,Self-Employed,Single,Master,0
38,25586,703,11654,Salaried,Single,PhD,0
25,121221,531,429496,Salaried,Married,PhD,0
63,140419,577,192213,Salaried,Married,Master,1
57,142374,652,128319,Self-Employed,Married,Master,0
63,134205,602,372790,Salaried,Single,Master,0
24,51186,840,224015,Salaried,Married,Bachelor,0
40,46928,769,466110,Salaried,Married,Master,0
61,118264,376,293727,Salaried,Married,Bachelor,0
49,103087,820,254105,Self-Employed,Married,High School,0
28,142990,323,99242,Unemployed,Married,Master,1
39,107029,314,404576,Salaried,Single,PhD,1
39,40711,824,58968,Self-Employed,Married,Bachelor,0
60,74962,646,139815,Salaried,Married,Bachelor,0
42,40039,471,405375,Self-Employed,Married,Bachelor,1
39,56561,626,168223,Self-Employed,Divorced,Bachelor,0
45,95483,784,136590,Unemployed,Married,Bachelor,0
46,117871,788,283796,Unemployed,Married,PhD,0
30,101395,761,476677,Salaried,Divorced,Bachelor,0
35,108658,677,118114,Self-Employed,Single,High School,0
19,21577,463,250615,Salaried,Divorced,Master,1
46,127792,671,256204,Salaried,Single,Bachelor,0
38,48350,723,469227,Salaried,Divorced,Master,1
32,136908,776,369633,Salaried,Single,Bachelor,0
69,127468,681,239537,Self-Employed,Married,Master,0
44,53798,454,178420,Salaried,Married,High School,1
67,117434,556,211494,Self-Employed,Divorced,High School,1
48,101417,367,82001,Self-Employed,Single,Bachelor,1
32,30785,643,391413,Self-Employed,Married,Master,1
68,92227,576,81757,Salaried,Married,Bachelor,0
40,138680,690,29395,Salaried,Single,Bachelor,0
41,81957,748,138407,Salaried,Married,PhD,0
61,85431,558,106978,Salaried,Married,Bachelor,1
30,37297,606,468328,Self-Employed,Married,Master,1
39,91894,394,249348,Self-Employed,Married,Master,0
60,136869,763,136572,Salaried,Divorced,Master,0
54,83772,545,129541,Self-Employed,Married,PhD,1
50,39581,486,228283,Salaried,Divorced,Bachelor,1
20,75192,672,275227,Salaried,Single,Master,0
36,21462,705,373742,Salaried,Single,Master,0
40,148848,707,217328,Salaried,Divorced,Bachelor,0
46,84173,424,403759,Self-Employed,Divorced,Bachelor,1
47,35511,636,467028,Self-Employed,Single,Bachelor,1
56,96106,640,188309,Self-Employed,Married,Bachelor,0
61,68665,477,363315,Salaried,Divorced,Master,1
64,64414,469,125423,Salaried,Single,PhD,0
42,101010,338,225788,Salaried,Single,Master,1
54,92573,368,11613,Unemployed,Married,Bachelor,1
64,113665,535,377177,Salaried,Divorced,High School,1
25,127803,680,202935,Salaried,Married,Master,0
59,139682,356,438756,Self-Employed,Married,Bachelor,1
33,33386,576,343346,Self-Employed,Married,Master,1
25,144069,398,424471,Self-Employed,Married,Master,0
18,74460,826,90666,Unemployed,Single,Master,1
61,26221,624,27068,Salaried,Divorced,Bachelor,0
22,43474,760,316201,Salaried,Married,High School,0
20,126073,478,286090,Salaried,Married,Bachelor,1
18,135375,418,156619,Salaried,Divorced,Bachelor,1
21,132660,768,90237,Salaried,Single,PhD,0
57,41045,848,272913,Salaried,Divorced,High School,0
52,111319,754,160955,Self-Employed,Married,Bachelor,0
49,136582,325,66340,Salaried,Married,Master,0
59,125693,789,84199,Salaried,Single,Bachelor,0
51,24922,307,109222,Self-Employed,Divorced,Master,1
60,131943,815,238931,Salaried,Divorced,High School,0
42,42706,832,171234,Self-Employed,Single,PhD,0
27,62771,448,486604,Unemployed,Single,PhD,1
38,72335,787,484140,Self-Employed,Divorced,Master,0
63,118015,324,38434,Salaried,Single,High School,0
56,72949,724,289246,Unemployed,Married,Bachelor,1
44,90714,592,26536,Salaried,Married,Master,0
44,115558,484,213963,Self-Employed,Divorced,Master,1
19,35240,730,203842,Salaried,Married,Master,1
58,111756,616,109639,Salaried,Married,Bachelor,0
65,122272,697,448604,Unemployed,Divorced,Bachelor,1
30,22716,623,55775,Salaried,Single,PhD,0
26,36574,845,36147,Self-Employed,Single,High School,0
69,131815,375,317670,Salaried,Single,High School,0
53,103255,785,159731,Self-Employed,Divorced,High School,0
39,93717,387,245879,Unemployed,Married,Master,1
59,131299,531,109663,Salaried,Single,High School,0
43,64066,306,218168,Salaried,Married,Bachelor,1
29,135066,849,379324,Self-Employed,Married,Bachelor,0
34,81826,351,391377,Unemployed,Divorced,High School,1
31,40213,695,28088,Salaried,Single,Master,0
31,91916,520,73464,Self-Employed,Married,High School,0
51,86151,727,373065,Salaried,Married,Bachelor,0
37,148518,442,327142,Salaried,Single,Bachelor,0
28,137018,662,307526,Salaried,Divorced,Bachelor,0
33,149024,681,295328,Self-Employed,Single,Bachelor,0
68,70906,576,156171,Self-Employed,Married,PhD,1
48,20463,570,468026,Salaried,Married,PhD,1
23,51973,313,226578,Salaried,Married,Bachelor,1
36,94694,597,227352,Self-Employed,Single,Bachelor,0
54,40651,763,42739,Salaried,Divorced,Bachelor,0
21,88694,826,395081,Unemployed,Single,Master,1
64,40008,533,144461,Salaried,Married,Bachelor,1
21,131738,326,22352,Salaried,Married,High School,0
37,90474,770,131788,Salaried,Divorced,Master,0
27,58185,392,384987,Self-Employed,Married,Bachelor,1
41,107924,608,419364,Unemployed,Single,Bachelor,1
52,94417,351,36828,Salaried,Divorced,Bachelor,1
43,145502,618,73040,Salaried,Single,High School,0
54,91139,480,455011,Salaried,Single,PhD,0
55,54980,419,456836,Self-Employed,Divorced,Master,1
38,42504,342,361423,Self-Employed,Married,High School,1
57,74970,559,99430,Unemployed,Single,Bachelor,1
56,36766,496,232603,Self-Employed,Married,Bachelor,1
38,136944,554,455330,Self-Employed,Single,High School,1
27,113922,635,438927,Salaried,Single,Bachelor,0
55,31695,801,120957,Salaried,Single,Master,0
63,37796,554,22748,Self-Employed,Married,Bachelor,1
21,62543,813,93636,Salaried,Married,Bachelor,0
62,34559,541,169763,Salaried,Married,High School,1
37,124450,448,120158,Salaried,Single,Bachelor,0
34,53139,598,224589,Salaried,Married,Bachelor,0
24,140494,752,201354,Salaried,Married,High School,0
21,123869,692,234316,Salaried,Married,Master,0
46,28802,511,196432,Salaried,Divorced,Bachelor,1
31,93843,837,277390,Salaried,Married,Master,0
20,60205,430,246851,Salaried,Married,Bachelor,1
41,118750,628,64395,Self-Employed,Divorced,Bachelor,1
54,54159,555,168558,Salaried,Married,Master,1
33,31516,778,428556,Self-Employed,Married,Master,0
69,70492,362,483090,Self-Employed,Married,Master,1
21,49086,610,317444,Self-Employed,Single,High School,1
41,133758,706,401302,Self-Employed,Married,PhD,0
51,50480,404,227143,Salaried,Married,Master,0
47,72091,314,267113,Salaried,Single,Bachelor,0
35,148023,558,282004,Self-Employed,Single,Master,0
36,130195,711,22013,Salaried,Divorced,Bachelor,0
48,67766,558,405623,Salaried,Married,High School,1
36,58737,559,38542,Salaried,Single,Master,0
66,29265,344,29935,Unemployed,Single,PhD,1
63,134165,630,54079,Salaried,Married,High School,0
36,139501,464,39111,Salaried,Single,Master,0
39,138257,492,323694,Unemployed,Single,Master,1
41,90990,820,211769,Self-Employed,Married,PhD,0
62,121454,700,487333,Salaried,Married,Bachelor,1
29,111717,673,496029,Unemployed,Married,High School,1
47,35386,364,223008,Salaried,Single,Bachelor,1
55,124718,686,344099,Self-Employed,Married,Bachelor,0
48,57425,794,45565,Salaried,Single,PhD,0
53,141635,714,24283,Salaried,Married,Bachelor,0
36,63254,329,333614,Self-Employed,Single,PhD,1
65,109863,565,236362,Salaried,Single,Master,1
62,138350,627,91916,Salaried,Married,Bachelor,0
53,73634,791,84552,Self-Employed,Divorced,High School,0
47,106717,516,43233,Salaried,Single,Bachelor,0
66,67662,619,289839,Unemployed,Married,High School,1
50,106988,698,488704,Salaried,Married,Bachelor,0
35,123784,404,131440,Salaried,Married,High School,0
69,126337,629,178806,Self-Employed,Divorced,High School,1
66,119287,346,348401,Salaried,Married,Bachelor,0
45,107527,613,268649,Salaried,Divorced,Bachelor,0
64,126847,446,403579,Salaried,Single,Bachelor,1
28,95452,761,446924,Unemployed,Divorced,Master,0
62,30143,785,310758,Salaried,Single,Bachelor,1
